"","date_long","year","id_no","country","region","source","latitude","longitude","magnitude_body","magnitude_surface","depth","yield_lower","yield_upper","purpose","name","type"
"1069",19701218,1970,70051,"USA","NTS","ISC",37.12,-116.09,5.1,0,0,10,10,"WR","BANEBERRY","SHAFT"
"1070",19701223,1970,70052,"USSR","MANGY KAZAKH","ISC",43.81,54.82,6,0,0,75,75,"PNE",NA,"SHAFT"
"1071",19710129,1971,71050,"USSR","SEMI KAZAKH","MTM",50,78,0,0,0,0.001,20,"WE",NA,"TUNNEL"
"1072",19710322,1971,71001,"USSR","SEMI KAZAKH","UGS",49.7,78.2,5.8,0,0,20,150,"PNE",NA,"TUNNEL"
"1073",19710322,1971,71051,"USSR","SEMI KAZAKH","MTM",50,78,0,0,0,0.001,20,"WR",NA,"TUNNEL"
"1074",19710323,1971,71002,"USSR","PERM RUSS","UGS",61.3,56.5,5.6,0,0,15,15,"PNE","TAIGA","SHAFT"
"1075",19710409,1971,71052,"USSR","SEMI KAZAKH","MTM",50,78,0,0,0,0.23,0.23,"PNE",NA,"TUNNEL"
"1076",19710425,1971,71003,"USSR","SEMI KAZAKH","UGS",49.8,78.1,5.9,0,0,90,90,"WR",NA,"TUNNEL"
"1077",19710525,1971,71004,"USSR","SEMI KAZAKH","UGS",49.8,78.2,5.2,0,0,0.001,20,"WR",NA,"TUNNEL"
"1078",19710605,1971,71005,"FRANCE","MURUROA","DOE",-22,-139,0,0,0,0,200,"WR","DIONE","BALLOON"
"1079",19710606,1971,71006,"USSR","SEMI KAZAKH","UGS",50,77.8,5.5,0,0,16,16,"WR",NA,"SHAFT"
"1080",19710612,1971,71007,"FRANCE","MURUROA","DOE",-22,-139,0,0,0,0,1000,"WE","ENCELADE","BALLOON"
"1081",19710616,1971,71008,"USA","NTS","UGS",37,-116,4.9,0,0,0,20,"WR","EMBUDO","SHAFT"
"1082",19710619,1971,71009,"USSR","SEMI KAZAKH","UGS",50,77.7,5.5,0,0,0.001,20,"WR",NA,"SHAFT"
"1083",19710623,1971,71010,"USA","NTS","UGS",37,-116,4.8,0,0,20,200,"WR","LAGUNA","SHAFT"
"1084",19710623,1971,71041,"USA","NTS","DOE",37,-116,0,0,0,0,20,"SE","DEXTER","SHAFT"
"1085",19710624,1971,71011,"USA","NTS","UGS",37.1,-116.1,5.2,0,0,20,200,"WR","HAREBELL","SHAFT"
"1086",19710629,1971,71012,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WE","CAMPHOR","TUNNEL"
"1087",19710630,1971,71013,"USSR","SEMI KAZAKH","UGS",50,79.1,5.4,0,0,0.001,20,"WR",NA,"SHAFT"
"1088",19710701,1971,71014,"USA","NTS","DOE",37,-116,0,0,0,0,20,"PNE:V","DIAMOND MINE","TUNNEL"
"1089",19710702,1971,71015,"USSR","URAL RUSS","DOE",64,55,0,0,0,2.3,2.3,"PNE","GLOBUS","SHAFT"
"1090",19710704,1971,71016,"FRANCE","MURUROA","DOE",-22,-139,0,0,0,0,20,"WR","JAPET","BALLOON"
"1091",19710708,1971,71017,"USA","NTS","UGS",37.1,-116.1,5.5,0,0,83,83,"PNE:PLO","KINIATA","SHAFT"
"1092",19710709,1971,71042,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","BRACKEN","SHAFT"
"1093",19710710,1971,71018,"USSR","URAL RUSS","UGS",64.2,55.2,5.3,0,0,2.3,2.3,"PNE","GLOBUS","SHAFT"
"1094",19710721,1971,71043,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","APODACA","SHAFT"
"1095",19710804,1971,71044,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","BARRANCA","SHAFT"
"1096",19710805,1971,71045,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","NAMA A/M","SHAFT"
"1097",19710806,1971,71046,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","BALTIC","SHAFT"
"1098",19710808,1971,71019,"FRANCE","MURUROA","DOE",-22,-139,0,0,0,0,20,"WR","PHOEBE","BALLOON"
"1099",19710814,1971,71020,"FRANCE","MURUROA","UGS",-21.9,-139,4.7,0,0,0,1000,"WR","RHEA","BALLOON"
"1100",19710818,1971,71021,"USA","NTS","UGS",37.1,-116,5.4,0,0,20,200,"WR","ALGODONES","SHAFT"
"1101",19710919,1971,71022,"USSR","URAL RUSS","UGS",57.8,41.1,4.5,0,0,2.3,2.3,"PNE","GLOBUS","SHAFT"
"1102",19710922,1971,71038,"USA","NTS","DIS",37.07,-115.97,0,0,0,0,20,"SE/WR","FRIJOLES","SHAFT"
"1103",19710927,1971,71023,"USSR","NZ RUSS","UGS",73.4,55.1,6.4,5.2,0,150,1500,"WR",NA,"TUNNEL"
"1104",19710929,1971,71024,"USA","NTS","UGS",37,-116,4.4,0,0,0,20,"WR","PEDERNAL","SHAFT"
"1105",19710929,1971,71047,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","CHANTILLY","SHAFT"
"1106",19711004,1971,71025,"USSR","ARKHAN RUSS","UGS",61.6,47.1,5.1,0,0,2.3,2.3,"PNE","GLOBUS","SHAFT"
"1107",19711008,1971,71026,"USA","NTS","UGS",37.1,-116,4.7,0,0,0,20,"WR","CATHAY","SHAFT"
"1108",19711009,1971,71027,"USSR","SEMI KAZAKH","UGS",50,77.7,5.4,0,0,12,12,"WR",NA,"SHAFT"
"1109",19711014,1971,71039,"USA","NTS","DIS",37.32,-116.14,0,0,0,0,20,"WR","LAGOON","SHAFT"
"1110",19711021,1971,71028,"USSR","SEMI KAZAKH","UGS",50,77.6,5.6,0,0,23,23,"WR",NA,"SHAFT"
"1111",19711022,1971,71029,"USSR","ORENBG RUSS","UGS",51.6,54.5,5.3,0,0,15,15,"PNE","SAPFIR","SHAFT"
"1112",19711106,1971,71030,"USA","AMCHITKA AK","UGS",51.5,179.1,6.8,5.7,0,0,5000,"WR","CANNIKIN","SHAFT"
"1113",19711118,1971,71031,"CHINA","LOP NOR","DOE",41.5,89,0,0,0,15,15,"WR",NA,"TOWER"
"1114",19711124,1971,71032,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WE","DIAGONAL LINE","SHAFT"
"1115",19711129,1971,71033,"USSR","SEMI KAZAKH","UGS",49.8,78.1,5.5,0,0,0,20,"WR",NA,"TUNNEL"
"1116",19711130,1971,71040,"USA","NTS","DIS",37.16,-116.15,0,0,0,0,20,"WR","PARNASSIA","SHAFT"
"1117",19711214,1971,71034,"USA","NTS","UGS",37.1,-116.1,4.7,0,0,20,200,"WR","CHAENACTIS","SHAFT"
"1118",19711214,1971,71048,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","HOSPAH","SHAFT"
"1119",19711214,1971,71049,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","YERBA","SHAFT"
"1120",19711215,1971,71035,"USSR","SEMI KAZAKH","UGS",50,77.9,4.9,0,0,0.001,20,"WE",NA,"TUNNEL"
"1121",19711222,1971,71036,"USSR","AZGIR KAZAKH","UGS",47.9,48.2,6,0,0,64,64,"PNE",NA,"SHAFT"
"1122",19711230,1971,71037,"USSR","SEMI KAZAKH","UGS",49.8,78.1,5.8,0,0,20,150,"WR",NA,"TUNNEL"
"1123",19711230,1971,71053,"USSR","SEMI KAZAKH","MTM",50,78,0,0,0,0.001,20,"WR",NA,"TUNNEL"
"1124",19720105,1972,72042,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","MESCALERO","SHAFT"
"1125",19720107,1972,72001,"CHINA","LOP NOR","DOE",41.5,89,0,0,0,8,8,"WR",NA,"AIRDROP"
"1126",19720203,1972,72036,"USA","NTS","DIS",36.98,-115.81,0,0,0,0,20,"WR","COWLES","SHAFT"
"1127",19720210,1972,72002,"USSR","SEMI KAZAKH","UGS",50,78.9,5.5,0,0,16,16,"WR",NA,"SHAFT"
"1128",19720217,1972,72043,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","DIANTHUS","SHAFT"
"1129",19720310,1972,72003,"USSR","SEMI KAZAKH","UGS",49.8,78.2,5.5,0,0,0.001,20,"WR",NA,"TUNNEL"
"1130",19720318,1972,72004,"CHINA","LOP NOR","DOE",41.5,89,0,0,0,170,170,"WR",NA,"AIRDROP"
"1131",19720323,1972,72044,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","SAPPHO","SHAFT"
"1132",19720328,1972,72005,"USSR","SEMI KAZAKH","UGS",49.7,78.2,5.2,0,0,0,20,"WR/P/SA",NA,"TUNNEL"
"1133",19720330,1972,72037,"USA","NTS","DIS",36.97,-116.05,0,0,0,0,20,"WR","ONAJA/OCATE","SHAFT"
"1134",19720411,1972,72006,"USSR","MARY TURKMEN","DOE",37.4,62,0,0,0,15,15,"PNE","CRATER","SHAFT"
"1135",19720419,1972,72007,"USA","NTS","UGS",37.122,-116.083,4.6,0,0,0,20,"WR","LONGCHAMPS","SHAFT"
"1136",19720419,1972,72045,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","JICARILLA","SHAFT"
"1137",19720420,1972,72055,"USSR","SEMI KAZAKH","MTM",50,78,0,0,0,0,0.001,"SAM",NA,"TUNNEL"
"1138",19720502,1972,72008,"USA","NTS","UGS",37.2,-116.2,5,0,0,0,20,"WE","MISTY NORTH","TUNNEL"
"1139",19720511,1972,72038,"USA","NTS","DIS",37.25,-116.11,0,0,0,0,20,"WR","KARA","SHAFT"
"1140",19720517,1972,72009,"USA","NTS","UGS",37.12,-116.088,4.4,0,0,0,20,"WR","ZINNIA","SHAFT"
"1141",19720519,1972,72010,"USA","NTS","UGS",37.004,-116.002,4.9,0,0,0,20,"WR","MONERO","SHAFT"
"1142",19720607,1972,72011,"USSR","SEMI KAZAKH","UGS",49.8,78.2,5.5,0,0,0.001,20,"WE",NA,"TUNNEL"
"1143",19720607,1972,72046,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","MERIDA","SHAFT"
"1144",19720625,1972,72012,"FRANCE","MURUROA","DOE",-22,-139,0,0,0,0,20,"WR","UMBRIEL","BALLOON"
"1145",19720628,1972,72039,"USA","NTS","DIS",37.12,-116.04,0,0,0,0,20,"WR","CAPITAN","SHAFT"
"1146",19720628,1972,72047,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","HAPLOPAPPUS","SHAFT"
"1147",19720628,1972,72048,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","TAJIQUE","SHAFT"
"1148",19720630,1972,72013,"FRANCE","MURUROA","DOE",-22,-139,0,0,0,0,20,"WR","TITANIA","BALLOON"
"1149",19720706,1972,72014,"USSR","SEMI KAZAKH","UGS",49.7,78,4.4,0,0,0.001,20,"WE",NA,"TUNNEL"
"1150",19720709,1972,72015,"USSR","UKRAINE","DOE",0,0,0,0,0,3.8,3.8,"PNE","FAKEL","SHAFT"
"1151",19720720,1972,72016,"USA","NTS","UGS",37.215,-116.183,5,0,0,0,20,"WE","DIAMOND SCULLS","TUNNEL"
"1152",19720725,1972,72040,"USA","NTS","DIS",37.02,-116.03,0,0,0,0,20,"WR","ATARQUE","SHAFT"
"1153",19720727,1972,72017,"FRANCE","MURUROA","DOE",-22,-139,0,0,0,0,20,"WR","OBERON","BALLOON"
"1154",19720727,1972,72054,"USSR","NZ RUSS","MTM",71,54,0,0,0,0.001,20,"FMS",NA,"SHAFT"
"1155",19720731,1972,72018,"FRANCE","MURUROA","SPA",-22,-139,0,0,0,0,0,"SE","ARIEL","TOWER"
"1156",19720809,1972,72049,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR/SE","CEB/CUCH/SOL","SHAFT"
"1157",19720816,1972,72019,"USSR","SEMI KAZAKH","UGS",49.8,78.1,5.2,0,0,8,8,"WE",NA,"TUNNEL"
"1158",19720820,1972,72020,"USSR","KAZAKH","UGS",49.5,48.2,5.7,0,0,6.6,6.6,"PNE","REGION","SHAFT"
"1159",19720826,1972,72021,"USSR","SEMI KAZAKH","UGS",50,77,5.5,0,0,0.001,20,"WR",NA,"SHAFT"
"1160",19720828,1972,72022,"USSR","NZ RUSS","UGS",73.3,55.1,6.3,4.7,0,20,1500,"WR",NA,"TUNNEL"
"1161",19720902,1972,72023,"USSR","SEMI KAZAKH","UGS",50,77.7,5.1,0,0,2,2,"WR",NA,"SHAFT"
"1162",19720904,1972,72024,"USSR","MURM RUSS","UGS",67.7,33.4,4.6,0,0,2.1,2.1,"PNE","DNEPR-1","TUNNEL"
"1163",19720921,1972,72025,"USSR","ORENBG RUSS","UGS",52.1,52,5.1,0,0,2.3,2.3,"PNE","REGION","SHAFT"
"1164",19720921,1972,72026,"USA","NTS","UGS",37.082,-116.037,5.7,4.3,0,20,200,"WR","OSCURO","SHAFT"
"1165",19720926,1972,72027,"USA","NTS","UGS",37.122,-116.085,4.4,0,0,15,15,"WR","DELPHINIUM","SHAFT"
"1166",19721003,1972,72028,"USSR","KALMYK RUSS","UGS",46.8,45,5.8,0,0,6.6,6.6,"PNE","REGION","SHAFT"
"1167",19721102,1972,72029,"USSR","SEMI KAZAKH","UGS",49.9,78.8,6.2,0,0,165,165,"WR",NA,"SHAFT"
"1168",19721109,1972,72041,"USA","NTS","DIS",37.25,-116.32,0,0,0,0,20,"WR","AKBAR","SHAFT"
"1169",19721109,1972,72050,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","ARSENATE","SHAFT"
"1170",19721117,1972,72051,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR/SE","CANNA U/L","SHAFT"
"1171",19721124,1972,72030,"USSR","ORENBG RUSS","UGS",52.8,51.1,4.7,0,0,2.3,2.3,"PNE","REGION","SHAFT"
"1172",19721124,1972,72031,"USSR","KAZAKH","UGS",51.8,64.2,5.2,0,0,6.6,6.6,"PNE","REGION","SHAFT"
"1173",19721210,1972,72032,"USSR","SEMI KAZAKH","UGS",49.8,78.1,5.7,0,0,0,150,"WR",NA,"TUNNEL"
"1174",19721210,1972,72033,"USSR","SEMI KAZAKH","UGS",50.1,78.8,0,0,0,140,140,"PNE",NA,"SHAFT"
"1175",19721212,1972,72052,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","TULOSO","SHAFT"
"1176",19721214,1972,72053,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","SOLANUM","SHAFT"
"1177",19721221,1972,72034,"USA","NTS","UGS",37.14,-116.083,5,0,0,0,20,"WE","FLAX SOURCE","SHAFT"
"1178",19721221,1972,72056,"USA","NTS","DOE",37,-116,0,0,0,0,200,"WE","FLAX T/B","SHAFT"
"1179",19721228,1972,72035,"USSR","SEMI KAZAKH","DOE",51.7,77.2,0,0,0,0.001,20,"WR",NA,"TUNNEL"
"1180",19730214,1973,73035,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","ALUMROOT","SHAFT"
"1181",19730216,1973,73001,"USSR","SEMI KAZAKH","UGS",49.8,78.2,5.6,0,0,20,150,"WR",NA,"TUNNEL"
"1182",19730308,1973,73002,"USA","NTS","UGS",37.103,-116.027,5.4,0,0,20,200,"WR","MIERA","SHAFT"
"1183",19730323,1973,73036,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","GAZOOK","SHAFT"
"1184",19730405,1973,73037,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","NATOMA","SHAFT"
"1185",19730419,1973,73003,"USSR","SEMI KAZAKH","UGS",50,77.7,5.4,0,0,0.001,20,"WR",NA,"SHAFT"
"1186",19730425,1973,73004,"USA","NTS","UGS",37.005,-116.028,4.7,0,0,0,20,"WR","ANGUS/VELARDE","SHAFT"
"1187",19730426,1973,73005,"USA","NTS","UGS",37.123,-116.059,5.6,0,0,90,90,"WR","STARWORT","SHAFT"
"1188",19730426,1973,73038,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","COLMOR","SHAFT"
"1189",19730509,1973,73039,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","MESITA","SHAFT"
"1190",19730517,1973,73006,"USA","RIFLE CO","UGS",39.793,-108.366,5.4,4.1,0,33,33,"PNE:PLO","RIO BLANCO 1-3","SHAFT"
"1191",19730524,1973,73007,"USA","NTS","DOE",37.18,-116.09,0,0,0,0,20,"WR","CABRESTO","SHAFT"
"1192",19730524,1973,73008,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","KASHAN","SHAFT"
"1193",19730605,1973,73009,"USA","NTS","UGS",37.185,-116.215,5.1,0,0,0,20,"WE","DIDO QUEEN","TUNNEL"
"1194",19730606,1973,73010,"USA","NTS","UGS",37.245,-116.346,6.1,0,0,200,1000,"WR","ALMENDRO","SHAFT"
"1195",19730621,1973,73011,"USA","NTS","UGS",37.1,-116,5.3,0,0,20,200,"WR","POTRILLO","SHAFT"
"1196",19730627,1973,73012,"CHINA","LOP NOR","UGS",40.6,89.5,4.8,0,0,0,0,"WR",NA,"AIRDROP"
"1197",19730628,1973,73013,"USA","NTS","UGS",37.148,-116.086,4.9,0,0,20,200,"WR","PORTULACA","SHAFT"
"1198",19730628,1973,73014,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","SILEKE","SHAFT"
"1199",19730710,1973,73015,"USSR","SEMI KAZAKH","UGS",49.8,78.1,5.4,0,0,0,20,"WE/SAM",NA,"TUNNEL"
"1200",19730721,1973,73016,"FRANCE","MURUROA","DOE",-22,-139,0,0,0,0,20,"WR","EUTERPE","BALLOON"
"1201",19730723,1973,73017,"USSR","SEMI KAZAKH","UGS",50,78.9,6.3,4.7,0,150,1500,"PNE",NA,"SHAFT"
"1202",19730728,1973,73018,"FRANCE","MURUROA","DOE",-22,-139,0,0,0,0,20,"WR","MELPOMENE","BALLOON"
"1203",19730815,1973,73019,"USSR","KAZAKH","UGS",42.7,67.4,5.3,0,0,6.3,6.3,"PNE","MERIDIAN","SHAFT"
"1204",19730818,1973,73020,"FRANCE","MURUROA","DOE",-22,-139,0,0,0,0,20,"WR","PALLAS","BALLOON"
"1205",19730824,1973,73021,"FRANCE","MURUROA","DOE",-22,-139,0,0,0,0,20,"WR","PARTHENOPE","BALLOON"
"1206",19730828,1973,73022,"USSR","KAZAKH","UGS",50.5,68.4,5.3,0,0,6.3,6.3,"PNE","MERIDIAN","SHAFT"
"1207",19730828,1973,73034,"FRANCE","W MURUROA","DIS",-22,-140,0,0,0,0,20,"WR","TAMARA","AIRDROP"
"1208",19730912,1973,73023,"USSR","NZ RUSS","UGS",73.3,55.2,6.8,5,0,150,10000,"WR",NA,"TUNNEL"
"1209",19730913,1973,73045,"FRANCE","MURUROA","SPA",-22,-139,0,0,0,0,0,"WR","VESTA","TOWER"
"1210",19730919,1973,73024,"USSR","KAZAKH","UGS",45.6,67.8,5.2,0,0,6.3,6.3,"PNE","MERIDIAN","SHAFT"
"1211",19730920,1973,73046,"USSR","SEMI KAZAKH","MTM",50,78,0,0,0,0,0.001,"WR",NA,"SHAFT"
"1212",19730927,1973,73025,"USSR","NZ RUSS","UGS",70.8,53.9,6,4.9,0,20,150,"FMS",NA,"SHAFT"
"1213",19730930,1973,73026,"USSR","ORENBG RUSS","UGS",51.6,54.6,5.2,0,0,10,10,"PNE","SAPFIR","SHAFT"
"1214",19731002,1973,73040,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","POLYGONUM","SHAFT"
"1215",19731002,1973,73041,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","WALLER","SHAFT"
"1216",19731012,1973,73027,"USA","NTS","UGS",37.2,-116.203,4.8,0,0,0,20,"WE","HUSCY ACE","TUNNEL"
"1217",19731026,1973,73028,"USSR","SEMI KAZAKH","UGS",49.8,78.2,5.3,4.4,0,0.001,20,"WE",NA,"TUNNEL"
"1218",19731026,1973,73029,"USSR","BASHKIR RUSS","UGS",53.7,55.4,4.8,0,0,10,10,"PNE","KAMA 2","SHAFT"
"1219",19731027,1973,73030,"USSR","NZ RUSS","UGS",70.8,54.2,6.9,5.5,0,1500,10000,"WR",NA,"SHAFT"
"1220",19731104,1973,73047,"USSR","SEMI KAZAKH","MTM",50,78,0,0,0,0.001,20,"WR",NA,"SHAFT"
"1221",19731128,1973,73031,"USA","NTS","UGS",36.9,-116,4.4,0,0,0,20,"WR",NA,"SHAFT"
"1222",19731212,1973,73032,"USA","NTS","DOE",37.06,-116.57,4.4,0,0,0,20,"WR","PAJARA","SHAFT"
"1223",19731213,1973,73042,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","SEAFOAM","SHAFT"
"1224",19731214,1973,73033,"USSR","SEMI KAZAKH","UGS",50,79,6,4.4,0,20,150,"WR",NA,"SHAFT"
"1225",19731219,1973,73043,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","ELIDA","SHAFT"
"1226",19731219,1973,73044,"USA","NTS","DOE",37,-116,0,0,0,0,20,"SE","SPAR","SHAFT"
"1227",19731231,1973,73048,"USSR","SEMI KAZAKH","MTM",50,78,0,0,0,0.001,20,"WR",NA,"TUNNEL"
"1228",19740110,1974,74044,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","PINEDROPS S/T/B","SHAFT"
"1229",19740130,1974,74001,"USSR","SEMI KAZAKH","UGS",49.9,78,4.6,0,0,0,20,"WE",NA,"TUNNEL"
"1230",19740227,1974,74003,"USA","NTS","UGS",37.104,-116.053,5.8,0,0,20,200,"WR","LATIR","SHAFT"
"1231",19740228,1974,74054,"USSR","SEMI KAZAKH","MTM",50,78,0,0,0,0,0.001,"SAM",NA,"TUNNEL"
"1232",19740314,1974,74045,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","HULSEA","SHAFT"
"1233",19740412,1974,74046,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","SAPELLO","SHAFT"
"1234",19740416,1974,74005,"USSR","SEMI KAZAKH","DOE",50,78,0,0,0,0.001,20,"WR",NA,"SHAFT"
"1235",19740423,1974,74047,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","PORTRERO","SHAFT"
"1236",19740501,1974,74048,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","PLOMO","SHAFT"
"1237",19740508,1974,74049,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","JIB","SHAFT"
"1238",19740516,1974,74006,"USSR","SEMI KAZAKH","UGS",49.743,78.15,5.3,0,0,0.001,20,"WR",NA,"TUNNEL"
"1239",19740518,1974,74007,"INDIA","POKHRAN","UGS",26.9,71.7,5,0,0,0,20,"PNE",NA,"SHAFT"
"1240",19740522,1974,74008,"USA","NTS","ISC",37.06,-116.11,4.6,0,0,0,20,"WE","GROVE","SHAFT"
"1241",19740523,1974,74009,"UK","NTS","UGS",37.1,-116.1,4.8,0,0,20,200,"WR","FALLON","SHAFT"
"1242",19740531,1974,74010,"USSR","SEMI KAZAKH","UGS",49.952,78.844,5.9,0,0,20,150,"PNE",NA,"SHAFT"
"1243",19740606,1974,74011,"USA","NTS","ISC",36.96,-116.02,0,0,0,0,20,"WR",NA,"SHAFT"
"1244",19740616,1974,74012,"FRANCE","MURUROA","WTN",-22,-139,0,0,0,0,20,"WR","CAPRICORNE","BALLOON"
"1245",19740617,1974,74013,"CHINA","LOP NOR","DOE",39.5,89.4,4.6,4.3,0,200,1000,"WR",NA,"ATMOSPH"
"1246",19740619,1974,74014,"USA","NTS","UGS",37.2,-116.2,5,0,0,0,20,"WE","MING BLADE","TUNNEL"
"1247",19740625,1974,74015,"USSR","SEMI KAZAKH","UGS",49.889,78.115,4.7,0,0,0.001,20,"WE",NA,"TUNNEL"
"1248",19740701,1974,74055,"FRANCE","MURUROA","SPA",-22,-139,0,0,0,0,0,"SE","BELIER","TOWER"
"1249",19740707,1974,74016,"FRANCE","MURUROA","WTN",-22,-139,0,0,0,0,1000,"WR","GEMEAUX","BALLOON"
"1250",19740708,1974,74017,"USSR","BASHKIR RUSS","UGS",53.8,55.2,0,0,0,10,10,"PNE","KAMA 1","SHAFT"
"1251",19740710,1974,74018,"USSR","SEMI KAZAKH","UGS",49.789,78.139,5.3,0,0,0.001,20,"WR",NA,"SHAFT"
"1252",19740710,1974,74019,"USA","NTS","UGS",37.068,-116.032,5.7,0,0,20,200,"WR","ESCAEOSA","SHAFT"
"1253",19740717,1974,74020,"FRANCE","MURUROA","WTN",-22,-139,0,0,0,0,20,"WR","CENTAURE","BALLOON"
"1254",19740718,1974,74021,"USA","NTS","ISC",37.09,-116.05,0,0,0,0,20,"WR","CRESTLAKE T/B","SHAFT"
"1255",19740725,1974,74023,"FRANCE","WSW MURUROA","WTN",-22,-139,0,0,0,0,20,"WR","MAQUIS","AIRDROP"
"1256",19740728,1974,74056,"FRANCE","MURUROA","SPA",-22,-139,0,0,0,0,0,"SE","PERSEE","TOWER"
"1257",19740729,1974,74059,"USSR","SEMI KAZAKH","MTM",50,78,0,0,0,0.001,20,"WR",NA,"SHAFT"
"1258",19740814,1974,74024,"USA","NTS","UGS",37.023,-116.036,4.6,0,0,0,20,"WR","PUYE","SHAFT"
"1259",19740814,1974,74025,"USSR","TYUMEN RUSS","UGS",68.913,75.899,5.5,0,0,7.6,7.6,"PNE","GORIZONT","SHAFT"
"1260",19740815,1974,74026,"FRANCE","MURUROA","WTN",-22,-139,0,0,0,0,200,"WR","SCORPION","BALLOON"
"1261",19740824,1974,74044,"FRANCE","MURUROA","WTN",-22,-139,0,0,0,0,20,"WR","TAUREAU","BALLOON"
"1262",19740829,1974,74028,"USSR","NZ RUSS","UGS",73.366,55.094,6.4,5,0,0.001,1500,"WR",NA,"TUNNEL"
"1263",19740829,1974,74029,"USSR","KOMI RUSS","UGS",67.233,62.119,5.2,0,0,7.6,7.6,"PNE","GORIZONT","SHAFT"
"1264",19740830,1974,74030,"USA","NTS","UGS",37.15,-116.083,5.8,0,0,20,200,"WR","PORTMANTEAU","SHAFT"
"1265",19740913,1974,74031,"USSR","SEMI KAZAKH","UGS",49.82,78.091,5.2,0,0,0.001,20,"WE",NA,"TUNNEL"
"1266",19740914,1974,74032,"FRANCE","MURUROA","WTN",-22,-139,0,0,0,0,1000,"WR","VERSEAU","BALLOON"
"1267",19740925,1974,74033,"USA","NTS","ISC",36.99,-115.89,4.4,0,0,0,20,"WR","PRATT","SHAFT"
"1268",19740926,1974,74034,"USA","NTS","UGS",37.133,-116.068,5.6,4.2,0,20,200,"WR","STANYAN","SHAFT"
"1269",19740926,1974,74050,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","TRUMBULL","SHAFT"
"1270",19741002,1974,74057,"USSR","JAKUTS RUSS","MTM",0,0,0,0,0,1.7,1.7,"PNE","KRISTALL","SHAFT"
"1271",19741016,1974,74035,"USSR","SEMI KAZAKH","UGS",49.972,78.96,5.5,0,0,0.001,20,"WE",NA,"SHAFT"
"1272",19741017,1974,74051,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","ESTACA","SHAFT"
"1273",19741028,1974,74036,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WE","HYBLA FAIR","TUNNEL"
"1274",19741102,1974,74037,"USSR","NZ RUSS","UGS",70.817,54.063,6.7,5.3,0,1500,10000,"WR",NA,"SHAFT"
"1275",19741102,1974,74052,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","TEMESCAL","SHAFT"
"1276",19741126,1974,74053,"USA","NTS","DOE",37,-116,0,0,0,0,20,"SE","PUDDLE","SHAFT"
"1277",19741128,1974,74058,"USSR","SEMI KAZAKH","MTM",50,78,0,0,0,0.001,20,"WR",NA,"SHAFT"
"1278",19741207,1974,74039,"USSR","SEMI KAZAKH","UGS",49.908,77.648,4.7,0,0,1.7,1.7,"PNE","LAZURIT","SHAFT"
"1279",19741216,1974,74040,"USSR","SEMI KAZAKH","UGS",49.755,78.064,5,0,0,0.001,20,"WR",NA,"TUNNEL"
